zoning_jurisdiction_name,dominant_zoning_general_normalized,dominant_zoning_code_raw,permit_type,permit_count,relationship_row_count,active_parcel_count,unmatched_permit_count,ambiguous_permit_count,total_permit_amount,avg_permit_amount,first_permit_date,latest_permit_date
Concord,unknown,PUD,new_construction,2140,2161,2098,0,21,268953370.88,162706.2134785239,2003-07-01,2025-12-04
Kannapolis,residential,R4,new_construction,1600,1639,1566,0,39,100618682.68,117958.59634232122,2001-08-11,2025-10-29
Concord,residential,RM-2,new_construction,1503,1536,1481,0,32,91103655.0,132418.1031976744,2002-11-16,2025-12-11
Kannapolis,residential,R8,new_construction,1432,1463,1382,0,31,135613440.15,125800.96488868275,2003-04-01,2025-12-31
Concord,residential,RV,new_construction,1429,1480,1419,0,50,74065777.8,115367.25514018691,2002-08-31,2025-12-01
Concord,unknown,RC,new_construction,1419,1462,1347,0,41,121587226.47,133612.33678021978,2001-04-01,2025-12-30
Cabarrus County / Unincorporated,agricultural,AO,new_construction,1372,1411,1310,0,34,282217305.49,317098.0960561798,1998-11-01,2025-12-30
Concord,residential,RV-CD,new_construction,1328,1352,1337,0,25,234201982.64,175038.85100149477,2010-12-30,2025-12-08
Harrisburg,residential,CZ-RH,new_construction,1288,1296,1259,0,8,172053341.0,139089.20048504445,2013-01-17,2025-12-18
Cabarrus County / Unincorporated,residential,CR,new_construction,1250,1296,1224,0,40,198912690.2,231563.0852153667,1991-04-01,2025-12-11
Harrisburg,residential,RM,new_construction,1196,1229,1184,0,33,80731743.43,175503.79006521738,2001-01-01,2025-12-17
Concord,residential,R-CO,new_construction,1123,1144,1121,0,21,28031675.0,95671.2457337884,2003-04-01,2023-10-20
Concord,unknown,C-2,other,1122,1263,480,0,120,82693516.44,86228.90139728885,2000-08-02,2025-12-19
Concord,unknown,C-2,commercial_new_construction,1015,1163,430,0,130,265395281.75,915156.1439655173,2003-04-01,2025-12-08
Cabarrus County / Unincorporated,agricultural,AO,other,983,1025,826,0,35,8440183.97,29408.306515679444,2002-06-01,2025-09-16
Cabarrus County / Unincorporated,residential,LDR,new_construction,929,943,904,0,14,55536931.0,240419.61471861473,2003-01-01,2025-12-17
Concord,residential,RM-2-CU,new_construction,836,851,830,0,12,7943650.0,110328.47222222222,2003-10-01,2025-09-15
Cabarrus County / Unincorporated,residential,LDR,other,799,814,669,0,14,4675806.21,19482.525875,2003-05-01,2025-12-16
Concord,residential,RM-1,new_construction,782,819,776,0,37,70341754.53,156663.15040089088,1986-12-01,2025-12-30
Midland,unknown,SFR,new_construction,752,770,742,0,18,87242962.31,181756.17147916666,2003-04-01,2025-11-25
Concord,unknown,RC-CD,new_construction,751,754,737,0,3,141179080.2,188742.085828877,2002-04-11,2025-12-16
Cabarrus County / Unincorporated,residential,CR,other,726,750,577,0,22,25778049.54,108311.1325210084,2003-05-01,2025-11-18
Cabarrus County / Unincorporated,agricultural,AO,extra_feature,700,728,588,0,23,35245109.74,50712.38811510791,2013-05-20,2025-12-30
Concord,unknown,RC,other,677,714,494,0,19,15388862.34,51989.399797297294,2003-05-01,2025-12-02
Concord,residential,RM-1,other,599,618,491,0,19,9457554.7,43583.20138248848,2003-05-01,2025-10-21
Harrisburg,residential,CZ-RL,new_construction,590,594,554,0,4,113481735.0,203008.47048300537,2010-08-23,2024-09-17
Kannapolis,unknown,PD-TND,new_construction,589,597,578,0,8,85944510.0,176477.43326488708,2003-10-01,2022-07-29
Concord,unknown,RC,remodel,586,620,506,0,28,11426940.57,27668.136973365617,2003-04-01,2025-12-17
Concord,residential,RM-2,other,586,603,501,0,17,4544106.01,20844.522981651375,2003-05-01,2025-07-25
Kannapolis,residential,R4,other,572,584,514,0,11,7790745.13,32193.161694214876,2003-05-01,2025-12-12
Concord,unknown,C-2,upfit,571,631,232,0,55,209662344.09,357785.57011945394,2010-02-05,2025-12-18
Concord,residential,RV,other,532,558,438,0,19,3165036.3,15514.883823529412,1989-09-01,2024-01-02
Concord,unknown,PRD,new_construction,528,532,518,0,4,123714353.82,233864.56298676747,2018-02-14,2021-07-08
Cabarrus County / Unincorporated,residential,LDR,remodel,526,542,475,0,15,10863976.58,33844.16380062305,2002-05-01,2025-12-31
Concord,residential,RM-1,remodel,506,514,452,0,8,10707260.33,36173.17679054054,2003-04-01,2025-12-23
Cabarrus County / Unincorporated,agricultural,AO,remodel,495,516,450,0,18,10031580.67,36611.608284671536,2001-12-01,2025-12-17
Concord,residential,RM-2,remodel,450,466,401,0,15,9058705.04,34707.68214559387,2003-04-01,2025-12-16
Cabarrus County / Unincorporated,residential,CR,extra_feature,446,454,375,0,7,20024700.9,45718.49520547945,2013-08-20,2025-12-23
Kannapolis,residential,R4,remodel,424,438,391,0,14,7441732.18,27060.84429090909,2003-04-01,2025-12-31
Concord,residential,RV,remodel,419,428,378,0,9,6923378.76,25833.502835820895,2003-04-01,2025-12-12
Concord,residential,RV,addition_residential,405,425,344,0,11,7255473.04,17316.16477326969,2010-05-18,2025-12-31
Kannapolis,residential,R18,new_construction,403,403,356,0,0,36153111.0,118147.42156862745,2003-07-01,2025-12-31
Kannapolis,unknown,PD,new_construction,400,467,458,0,67,55903674.49,120742.27751619871,2022-09-07,2025-07-15
Kannapolis,residential,R8,remodel,390,402,358,0,12,5979922.75,23177.99515503876,2003-04-01,2025-12-22
Cabarrus County / Unincorporated,residential,CR,remodel,386,392,354,0,6,7364114.24,32017.888,2002-04-01,2025-12-19
Kannapolis,residential,R8,other,380,398,330,0,18,8480519.83,45594.1926344086,2000-11-02,2025-12-01
Harrisburg,unknown,PUD,new_construction,365,369,343,0,4,53799429.0,151547.68732394365,2009-10-07,2024-09-26
Concord,residential,RM-2,addition_residential,345,353,316,0,7,8667473.0,24978.308357348702,2014-06-03,2025-11-10
Concord,unknown,RC-CU,new_construction,319,326,318,0,6,20586425.0,140043.7074829932,2003-04-01,2025-02-12
Cabarrus County / Unincorporated,residential,LDR,extra_feature,317,319,277,0,2,12188058.19,40224.614488448846,2013-05-06,2025-12-04
Harrisburg,residential,RM,other,317,341,300,0,24,2284914.03,17850.890859375,2003-05-01,2025-11-07
Cabarrus County / Unincorporated,residential,LDR,addition_residential,316,321,279,0,4,9647030.64,30528.577974683543,2002-08-14,2025-12-30
Kannapolis,residential,R4,addition_residential,312,317,286,0,5,6623926.38,21162.704089456867,2013-10-01,2025-12-05
Harrisburg,residential,RL,new_construction,310,317,305,0,7,6316384.0,150390.09523809524,2003-04-01,2025-09-22
Cabarrus County / Unincorporated,agricultural,AO,addition_residential,307,320,273,0,12,15314208.92,50375.6872368421,2014-06-20,2025-12-30
Cabarrus County / Unincorporated,residential,CR,addition_residential,305,308,275,0,3,10425479.0,34407.521452145214,2014-06-06,2025-12-15
Kannapolis,commercial,GC,other,305,331,166,0,23,10214015.05,43836.97446351931,2003-07-01,2025-12-12
Concord,residential,RM-1,extra_feature,278,286,255,0,8,9688983.42,34852.45834532374,2013-05-29,2025-12-23
Kannapolis,commercial,GC,commercial_new_construction,276,305,145,0,18,65004681.7,928638.31,2003-04-01,2025-12-18
Concord,unknown,C-2,new_construction,271,273,271,0,2,29240746.3,111181.54486692016,2004-01-01,2025-10-13
Concord,residential,RM-1,addition_residential,270,277,251,0,7,8026087.56,29836.756728624536,2002-01-25,2025-11-26
Concord,unknown,TND,new_construction,269,276,264,0,7,17866315.0,101513.15340909091,2000-02-22,2019-02-25
Concord,residential,RM-2,extra_feature,268,274,240,0,6,7304372.93,27773.281102661596,2013-06-14,2025-12-31
Concord,unknown,RC,addition_residential,263,273,240,0,10,5384219.0,20015.684014869887,2001-07-28,2025-12-30
Harrisburg,residential,CZ-RM,new_construction,261,266,266,0,5,57750772.0,217108.16541353383,2017-08-08,2025-12-30
Concord,residential,RL,other,256,265,214,0,9,2176069.73,23652.931847826087,2003-03-01,2025-04-07
Kannapolis,residential,R4,extra_feature,255,259,234,0,4,6618319.45,26056.375787401576,2001-04-13,2025-11-26
Kannapolis,residential,R8,addition_residential,255,261,234,0,6,4653217.5,17966.090733590732,2014-06-04,2025-11-05
Concord,residential,RM-2-CD,new_construction,252,252,238,0,0,52489710.0,209122.35059760956,2014-07-17,2022-03-16
Concord,unknown,PUD,other,251,259,189,0,6,6011332.01,41745.361180555556,2002-03-27,2025-09-12
Concord,unknown,I-1,commercial_new_construction,250,276,126,0,26,156869440.16,1553162.773861386,2003-06-01,2025-11-24
Concord,residential,RL,remodel,238,241,210,0,3,4452495.91,32264.463115942028,2003-04-01,2025-11-19
Harrisburg,residential,RM,addition_residential,227,229,221,0,2,5760319.0,25601.417777777777,2014-06-11,2025-12-01
Harrisburg,residential,RL,other,227,231,190,0,4,916786.3,13286.757971014493,2003-06-01,2024-10-25
Harrisburg,residential,RM,remodel,222,230,211,0,8,2820937.1,22934.447967479675,2003-04-01,2025-12-22
Concord,unknown,PUD,addition_residential,218,220,206,0,2,3819962.0,17442.74885844749,2014-06-04,2025-11-25
Concord,unknown,I-1,other,212,233,91,0,21,46881964.8,257593.2131868132,2004-05-01,2025-11-03
Locust,unknown,OPS,new_construction,202,207,202,0,5,20047947.04,122993.54012269939,2005-02-01,2025-12-16
Kannapolis,residential,R4-CZ,new_construction,199,201,199,0,2,38839231.0,195172.0150753769,2021-02-24,2025-08-06
Cabarrus County / Unincorporated,agricultural,AO,out_building,195,202,183,0,8,5156177.1,29296.460795454546,2013-05-01,2025-06-26
Concord,residential,RV,extra_feature,189,194,176,0,4,4619474.9,24970.134594594594,2013-10-14,2025-12-19
Concord,residential,R-CO,other,188,191,164,0,3,1058757.62,21175.1524,2003-06-01,2024-08-26
Concord,unknown,I-2,commercial_new_construction,181,207,74,0,20,541294976.06,6601158.244634147,2003-06-01,2025-12-16
Concord,unknown,I-1,upfit,181,189,78,0,8,88017966.58,508774.37329479767,2013-06-06,2025-11-25
Concord,residential,RL,new_construction,175,178,167,0,3,15925898.0,201593.64556962025,2003-10-01,2025-06-12
Concord,unknown,PUD,extra_feature,174,178,165,0,4,9571006.85,56300.04029411764,2013-05-14,2025-12-23
Concord,unknown,RC,extra_feature,173,176,161,0,3,2832927.49,16375.303410404624,2013-06-25,2025-12-17
Concord,residential,RL,extra_feature,171,176,155,0,4,5492455.5,32308.561764705883,2013-01-16,2025-12-12
Harrisburg,residential,RM,extra_feature,170,174,151,0,4,7329155.74,43887.160119760476,2013-05-24,2025-11-10
Kannapolis,commercial,CC,new_construction,167,167,154,0,0,20499901.0,126542.59876543209,2011-07-19,2023-10-03
Concord,unknown,I-2,other,162,171,74,0,8,57932752.0,422866.802919708,2003-05-01,2025-12-11
Harrisburg,residential,RL,remodel,158,164,139,0,6,2778737.54,30874.861555555555,2003-04-01,2025-12-02
Midland,unknown,R/OMT,new_construction,155,230,230,0,75,19306154.0,85049.13656387666,2010-04-08,2025-10-02
Kannapolis,commercial,GC,new_construction,154,155,148,0,1,20224193.0,139477.19310344828,2007-03-01,2024-02-29
Concord,unknown,O-I,other,153,166,68,0,6,12165500.01,96551.58738095238,2002-08-01,2025-12-15
Kannapolis,residential,R1,new_construction,150,155,148,0,5,26922523.0,286409.8191489362,2003-04-01,2025-08-29
Concord,unknown,PRD,addition_residential,147,148,141,0,1,2814418.0,19544.569444444445,2019-04-15,2025-12-18
Concord,commercial,CC,other,139,155,67,0,13,19719156.37,191448.12009708738,2002-09-08,2025-12-12
Midland,unknown,SFR,other,137,141,118,0,4,975434.82,20321.55875,2003-07-01,2024-12-09
Cabarrus County / Unincorporated,residential,MDR,other,133,187,56,0,30,1498513.0,28273.830188679243,2003-07-01,2023-05-15
Concord,unknown,PID,commercial_new_construction,131,159,14,0,28,101269905.24,3616782.33,2003-11-01,2024-11-27
Kannapolis,residential,R8-CZ,new_construction,131,131,130,0,0,21164434.0,162803.33846153846,2023-01-25,2025-02-28
Concord,unknown,I-2,upfit,130,140,51,0,8,415371093.15,3195162.255,2013-07-31,2025-10-13
Concord,residential,RL,addition_residential,130,132,121,0,2,4089688.0,31218.992366412214,2014-06-25,2025-12-03
Kannapolis,residential,R8,extra_feature,130,131,125,0,1,3388885.92,25869.35816793893,2014-11-07,2025-12-17
Concord,unknown,PUD,remodel,130,132,117,0,2,2288180.66,26002.052954545456,2003-11-01,2025-11-17
Kannapolis,residential,R1,other,127,129,102,0,2,1469163.54,41976.101142857144,2003-09-01,2024-11-05
Harrisburg,mixed_use,PUD,other,126,191,124,0,11,7345388.45,85411.49360465116,2003-05-01,2025-07-29
Harrisburg,mixed_use,PUD,new_construction,122,123,118,0,1,,,2003-04-01,2005-05-01
Concord,unknown,O-I,commercial_new_construction,121,148,57,0,16,73450593.85,1748823.6630952382,2002-05-01,2025-11-05
Concord,residential,R-CO,addition_residential,121,124,117,0,3,2486740.0,20054.354838709678,2014-04-04,2025-10-06
Harrisburg,residential,RL,extra_feature,119,125,101,0,6,5978544.1,49821.200833333336,2013-08-06,2025-11-25
Concord,residential,RV,residential_manufactored_home,117,117,20,0,0,2144782.0,20426.495238095238,2014-06-05,2025-02-21
Concord,commercial,CC,commercial_new_construction,116,120,61,0,4,81631500.0,5101968.75,2003-05-01,2025-10-14
Harrisburg,residential,CZ-RH,addition_residential,116,117,105,0,1,1721700.07,15102.632192982455,2002-08-09,2025-09-23
Concord,residential,RM-2-CU,other,113,113,102,0,0,871705.76,25638.404705882353,2003-07-01,2024-11-05
Midland,unknown,SFR,extra_feature,111,117,98,0,6,3718564.64,32335.344695652173,2013-08-20,2025-09-03
Harrisburg,residential,RH,new_construction,111,114,114,0,2,3460272.0,123581.14285714286,2002-12-01,2025-09-25
Concord,residential,R-CO,remodel,109,111,105,0,2,911892.48,20264.27733333333,2003-04-01,2025-08-22
Kannapolis,commercial,GC,upfit,108,114,66,0,6,25916433.7,244494.6575471698,2013-08-01,2025-12-17
Cabarrus County / Unincorporated,residential,CR,out_building,108,114,107,0,5,2276328.0,23961.34736842105,2013-05-21,2022-07-25
Cabarrus County / Unincorporated,residential,MDR,new_construction,104,143,78,0,20,2377740.0,108079.09090909091,2003-04-01,2023-07-28
Kannapolis,residential,R8,demolition,104,108,100,0,4,457324.0,5081.377777777778,2013-01-07,2025-07-15
Locust,unknown,OPS-C,new_construction,102,102,101,0,0,15917317.0,156052.1274509804,2024-03-15,2025-12-17
Concord,residential,RM-2-CU,addition_residential,102,104,102,0,2,1603494.5,15567.90776699029,2014-06-24,2025-12-15
Concord,mixed_use,MX-CC2,other,99,99,20,0,0,4958388.79,58333.98576470588,2008-05-01,2025-11-06
Harrisburg,residential,RL,addition_residential,97,103,88,0,6,4519002.0,44742.59405940594,2014-06-10,2025-10-27
Kannapolis,residential,R18,other,96,96,49,0,0,10043213.98,233563.11581395348,2003-08-01,2025-09-30
Concord,commercial,CC,upfit,93,98,57,0,3,40383425.7,458902.56477272726,2013-07-25,2025-12-19
Concord,unknown,RC,demolition,93,99,82,0,6,443209.25,5755.964285714285,2013-05-16,2025-12-11
Concord,unknown,O-I,new_construction,91,91,90,0,0,9709191.0,115585.60714285714,2006-08-01,2022-02-22
Kannapolis,unknown,CD,other,90,106,31,0,8,41628430.32,438194.00336842105,2002-05-14,2025-11-12
Kannapolis,commercial,CC,other,89,100,38,0,6,65684686.0,864272.1842105263,2003-10-01,2025-07-14
Concord,unknown,C-2,demolition,89,95,67,0,6,5306494.0,64713.34146341463,2013-05-13,2025-10-17
Concord,unknown,PUD,commercial_new_construction,88,97,28,0,7,62566901.64,906766.6904347826,2006-01-01,2025-12-31
Concord,unknown,C-1,commercial_new_construction,86,91,37,0,5,30576174.0,566225.4444444445,2003-04-01,2025-08-12
Kannapolis,unknown,CD,commercial_new_construction,85,89,32,0,2,83720471.0,2886912.793103448,2004-02-01,2024-05-09
Midland,unknown,TNDO-CZ,new_construction,85,85,84,0,0,12508534.0,147159.22352941177,2023-12-07,2025-12-03
Kannapolis,residential,R1,extra_feature,82,82,72,0,0,6283816.25,77577.97839506173,2013-06-07,2025-11-25
Concord,unknown,O-I-CD,upfit,80,80,1,0,0,6515700.0,95819.11764705883,2014-05-12,2025-11-04
Harrisburg,commercial,GC,commercial_new_construction,78,80,43,0,2,15744009.0,926118.1764705882,2003-07-01,2025-09-04
Kannapolis,commercial,CC,upfit,77,87,29,0,5,28717104.48,345989.2106024096,2013-10-16,2025-12-12
Midland,unknown,SFR,remodel,77,80,70,0,3,1063035.89,24159.90659090909,2003-04-01,2025-10-30
Concord,residential,RV-CU,new_construction,75,75,73,0,0,13293648.0,214413.67741935485,2004-04-01,2020-10-04
Cabarrus County / Unincorporated,agricultural,AO,residential_manufactored_home,75,77,74,0,1,7654842.92,107814.6890140845,2015-07-20,2025-11-19
Midland,unknown,SFR,addition_residential,75,77,73,0,2,2322294.16,30159.664415584415,2014-09-17,2025-08-18
Concord,unknown,RC,commercial_new_construction,74,88,43,0,6,15336381.0,251416.0819672131,2003-05-01,2025-10-31
Concord,unknown,C-1,other,74,79,49,0,5,2384376.5,41109.93965517241,2004-09-01,2025-06-18
Harrisburg,commercial,GC,other,74,91,41,0,17,1647700.0,25745.3125,2006-11-01,2025-11-05
Concord,unknown,PID,upfit,72,79,9,0,7,79973848.45,1066317.9793333334,2014-10-09,2025-12-12
Kannapolis,residential,R18-CZ,new_construction,72,72,72,0,0,13053345.6,183849.938028169,2022-07-29,2025-12-30
Concord,unknown,RC,upfit,71,71,38,0,0,4526588.62,85407.33245283019,2002-03-17,2025-08-14
Cabarrus County / Unincorporated,residential,LDR,out_building,70,72,65,0,2,1076580.0,16311.818181818182,2013-05-29,2021-06-24
Kannapolis,commercial,CC,commercial_new_construction,69,78,39,0,5,191111536.0,10058501.894736841,2003-08-01,2024-09-06
Mt. Pleasant,residential,RL,other,69,74,54,0,6,385955.0,22703.235294117647,2003-06-01,2021-10-26
Concord,residential,R-CO,extra_feature,68,72,68,0,4,2740025.58,40294.49382352941,2013-11-14,2025-09-30
Harrisburg,residential,CZ-RL,addition_residential,68,68,62,0,0,1525579.79,22769.8476119403,2015-10-19,2025-11-25
Concord,unknown,C-2,remodel,65,70,59,0,5,16322129.9,296765.99818181817,2003-11-01,2025-05-09
Harrisburg,residential,CZ-RL,extra_feature,65,66,60,0,1,3725986.0,57322.86153846154,2014-09-04,2025-12-02
Concord,unknown,RC-CU,other,65,70,61,0,4,558256.0,25375.272727272728,2003-07-01,2025-10-03
Kannapolis,residential,R1,remodel,64,65,59,0,1,2471055.0,58834.642857142855,2003-04-01,2025-11-24
Concord,unknown,PUD,upfit,63,68,19,0,5,61297435.0,972975.1587301587,2013-06-26,2025-12-23
(unmatched parcel),(unknown),(unknown),other,63,63,0,63,0,8663207.77,192515.7282222222,2005-04-01,2025-12-09
Mt. Pleasant,residential,RL,new_construction,63,72,64,0,7,6990809.0,225509.96774193548,2003-04-01,2025-09-04
Harrisburg,residential,RH,remodel,63,67,59,0,2,286742.0,19116.13333333333,2003-04-01,2024-09-16
Harrisburg,residential,RH,other,63,65,59,0,2,139942.0,10764.76923076923,2003-05-01,2025-08-25
Kannapolis,residential,R18-CZ,commercial_new_construction,62,62,4,0,0,60691204.0,978890.3870967742,2022-07-29,2024-10-10
Concord,unknown,PID,other,62,72,10,0,10,18300571.0,273142.85074626864,2009-09-01,2025-03-14
Kannapolis,residential,R4,out_building,62,62,59,0,0,804981.0,15480.403846153846,2013-06-05,2022-07-18
Kannapolis,agricultural,AG,other,60,62,32,0,2,1183182.98,47327.3192,2003-08-01,2025-06-17
Concord,residential,RV,demolition,57,69,58,0,10,671339.0,11378.627118644068,2014-01-24,2025-12-16
Concord,residential,RM-2,out_building,56,56,54,0,0,556699.33,10503.760943396226,2013-09-26,2025-04-21
Kannapolis,residential,R4,demolition,56,60,58,0,2,372361.15,6895.576851851852,2013-06-21,2025-07-18
Harrisburg,industrial,EC,commercial_new_construction,55,63,37,0,4,27218309.0,1432542.5789473683,2003-09-01,2025-05-29
Harrisburg,residential,CZ-RH,other,55,55,41,0,0,1294125.54,25882.5108,2013-03-05,2023-04-19
Harrisburg,residential,CZ-RL,other,55,55,50,0,0,655965.0,21160.16129032258,2011-05-13,2024-12-09
Concord,unknown,O-I,upfit,54,57,32,0,1,33633809.0,622848.3148148148,2013-08-02,2025-12-02
Concord,residential,RV-CD,extra_feature,54,55,51,0,1,2773602.0,52332.11320754717,2017-04-12,2025-12-11
Kannapolis,office,O-I,other,54,54,46,0,0,2033384.09,53510.10763157895,2003-05-01,2025-05-21
Concord,unknown,RC-CU,remodel,54,55,49,0,1,511834.29,22253.664782608696,2003-05-01,2025-10-03
Harrisburg,office,OI,other,53,68,19,0,12,43669487.64,1091737.191,2005-06-01,2025-04-10
Kannapolis,industrial,LI,commercial_new_construction,53,64,31,0,7,17994887.0,1285349.0714285714,2004-08-01,2022-10-04
Mt. Pleasant,residential,RM,new_construction,52,52,51,0,0,9313769.0,211676.56818181818,2003-09-01,2025-11-24
Kannapolis,residential,R8,upfit,52,54,42,0,2,7869662.91,154307.11588235295,2014-02-17,2025-09-30
Harrisburg,commercial,GC,upfit,51,61,24,0,10,12522875.47,215911.64603448275,2013-06-13,2025-12-17
Kannapolis,office,O-I,commercial_new_construction,51,53,35,0,1,2741219.0,548243.8,2003-08-01,2024-02-06
Concord,unknown,TND,other,51,54,44,0,3,549184.0,27459.2,2003-06-01,2025-12-10
Cabarrus County / Unincorporated,agricultural,AO,residential_modular,50,55,52,0,5,8529890.0,170597.8,2014-06-03,2024-11-27
Harrisburg,residential,CZ-RH,extra_feature,50,50,46,0,0,1252203.42,26642.62595744681,2014-01-21,2025-12-23
Concord,residential,RM-1,out_building,50,50,48,0,0,957366.0,21758.318181818184,2013-05-31,2023-03-30
Concord,residential,RM-2-CU,remodel,49,50,44,0,1,438472.65,19064.028260869563,2004-05-01,2025-06-23
Mt. Pleasant,residential,RL,extra_feature,48,57,38,0,9,1782062.0,41443.3023255814,2013-12-16,2025-08-04
Concord,residential,RV-CD,addition_residential,47,48,45,0,1,1236082.85,25751.72604166667,2015-12-01,2025-12-31
Concord,unknown,RC-CU,addition_residential,47,47,44,0,0,868596.0,18480.76595744681,2014-06-02,2025-12-01
Concord,unknown,I-2-CD,other,46,46,7,0,0,9232580.73,242962.65078947367,2014-05-15,2025-10-28
Kannapolis,residential,R4,upfit,46,50,39,0,4,1705369.59,35528.533125,2013-11-05,2025-01-16
Cabarrus County / Unincorporated,residential,CR,residential_manufactored_home,45,45,33,0,0,2200055.0,64707.5,2014-09-03,2025-11-25
Cabarrus County / Unincorporated,agricultural,AO,demolition,45,47,46,0,2,470839.23,11210.457857142857,2013-05-01,2025-12-11
Kannapolis,unknown,CD,upfit,44,46,22,0,1,21774128.44,506375.08,2015-05-29,2025-10-29
Cabarrus County / Unincorporated,residential,LDR,residential_manufactored_home,44,44,13,0,0,2204601.0,56528.230769230766,2014-11-05,2025-10-13
Mt. Pleasant,residential,RL,remodel,44,45,42,0,1,722843.41,25815.83607142857,2003-04-01,2025-11-25
Cabarrus County / Unincorporated,residential,MDR,addition_residential,44,47,25,0,2,357389.0,7769.326086956522,2014-07-30,2025-07-18
Concord,mixed_use,MX-CC2,upfit,43,43,12,0,0,8918066.49,217513.8168292683,2013-12-16,2025-12-19
Harrisburg,commercial,CZ-GC,other,43,44,8,0,1,1319275.0,32981.875,2014-12-10,2025-04-07
Concord,residential,RM-2-CD,extra_feature,43,43,41,0,0,1129114.0,26258.46511627907,2018-05-15,2025-11-07
Kannapolis,residential,R1,addition_residential,42,44,42,0,1,1691272.0,39331.90697674418,2015-08-10,2025-12-03
Concord,residential,RV-CD,other,42,48,28,0,6,1488232.56,33071.83466666667,2016-09-23,2024-10-25
Cabarrus County / Unincorporated,industrial,GI,commercial_new_construction,41,41,11,0,0,18736814.0,2342101.75,2003-10-01,2017-10-25
Mt. Pleasant,unknown,CZ-R-M,new_construction,41,42,42,0,1,5708188.0,139224.0975609756,2020-08-04,2025-12-09
Cabarrus County / Unincorporated,office,OI,other,41,43,19,0,2,2292920.0,79066.20689655172,2003-12-01,2024-09-23
Concord,unknown,RC,out_building,41,42,42,0,1,410422.5,12437.045454545456,2013-05-20,2024-01-02
Cabarrus County / Unincorporated,office,OI,commercial_new_construction,40,41,17,0,1,42657694.0,2031318.761904762,2003-05-01,2025-09-10
Harrisburg,commercial,CZ-GC,commercial_new_construction,40,58,11,0,18,32857038.0,1493501.7272727273,2011-01-14,2023-11-17
Harrisburg,mixed_use,PUD,commercial_new_construction,40,49,25,0,9,8170242.0,817024.2,2004-12-01,2025-06-12
Cabarrus County / Unincorporated,commercial,GC,other,40,62,9,0,22,1181472.0,21481.30909090909,2004-03-01,2025-11-17
Concord,residential,RM-2-CD,addition_residential,40,40,38,0,0,828154.0,20703.85,2017-04-25,2025-06-20
Mt. Pleasant,residential,RM,remodel,40,40,34,0,0,708906.0,32223.0,2004-06-01,2025-12-29
Cabarrus County / Unincorporated,residential,LDR,demolition,40,41,37,0,3,164200.0,5131.25,2013-05-28,2025-02-24
Cabarrus County / Unincorporated,agricultural,AO,upfit,39,40,32,0,1,1289689.14,33939.18789473684,2013-10-24,2025-12-31
Kannapolis,unknown,PD,commercial_new_construction,38,38,4,0,0,24330975.0,1013790.625,2008-02-01,2025-06-04
(unmatched parcel),(unknown),(unknown),new_construction,38,38,0,38,0,13389386.0,431915.67741935485,2003-05-01,2025-12-12
Kannapolis,commercial,GC-CZ,other,38,40,12,0,2,587581.0,20985.035714285714,2005-05-01,2025-10-22
Cabarrus County / Unincorporated,residential,LDR,commercial_new_construction,37,37,7,0,0,17134150.0,552714.5161290322,2004-04-01,2025-04-28
Concord,unknown,C-2-CU,commercial_new_construction,37,37,11,0,0,3600000.0,240000.0,2004-05-01,2020-10-23
Harrisburg,residential,CZ-RM,addition_residential,37,37,35,0,0,632236.7,17562.130555555555,2018-10-31,2025-07-29
Kannapolis,commercial,GC,demolition,37,43,32,0,5,398482.0,14758.592592592593,2013-05-20,2024-02-20
Concord,residential,RM-2,demolition,37,38,38,0,1,226100.0,8696.153846153846,2013-05-03,2025-11-21
Concord,unknown,O-I-CD,new_construction,36,36,3,0,0,17373578.0,510987.5882352941,2009-08-17,2025-10-01
Kannapolis,office,O-I,remodel,36,39,35,0,2,1539356.0,48104.875,2004-03-01,2025-05-29
Kannapolis,unknown,CD-R-CZ,commercial_new_construction,35,35,2,0,0,13551265.0,797133.2352941176,2009-01-01,2018-08-02
Cabarrus County / Unincorporated,residential,CR,commercial_new_construction,35,37,25,0,2,5461030.0,455085.8333333333,2003-09-01,2024-02-19
Mt. Pleasant,residential,RH,new_construction,35,38,28,0,3,3230554.0,100954.8125,2005-03-01,2025-03-31
Concord,residential,RM-2-CU,extra_feature,35,35,33,0,0,964909.0,29239.666666666668,2013-10-22,2025-09-04
Concord,unknown,PRD,extra_feature,35,35,35,0,0,680682.0,19448.057142857142,2019-07-11,2025-06-20
Harrisburg,mixed_use,PUD,remodel,35,37,36,0,2,449635.0,44963.5,2003-07-01,2025-08-07
Concord,residential,RV,out_building,35,43,41,0,4,268070.0,6701.75,2013-06-07,2021-11-08
Harrisburg,unknown,PUD,other,34,48,17,0,14,1756195.1,43904.8775,2015-10-07,2025-01-17
Cabarrus County / Unincorporated,residential,CR,demolition,34,37,36,0,2,165740.0,5179.375,2013-06-03,2025-12-30
Harrisburg,unknown,PUD,commercial_new_construction,33,47,20,0,14,26982328.0,1420122.5263157894,2003-10-01,2025-10-21
Concord,unknown,PRD,remodel,33,33,33,0,0,797000.0,24151.515151515152,2019-03-22,2025-10-21
Kannapolis,industrial,LI,other,33,43,20,0,6,753001.61,22818.230606060606,2004-08-01,2025-09-09
Mt. Pleasant,residential,RM,other,33,33,26,0,0,257225.0,23384.090909090908,2004-01-01,2024-09-10
